ISBN,Average_Rating
0345443063,
0809231700,
0140123385,4.0
0870043986,
0316790125,
0684854910,
0312872631,
0446519618,4.0
067170074X,
0451408748,
1586851098,
0525248404,
0345287630,4.0
0449215032,
0875162584,4.0
0451182367,2.5
067149287X,3.5
093785851X,
0448102269,4.0
0684172739,
0958702020,2.5
038079022X,
0425073025,
0821723359,2.5
0786702214,3.5
0911104828,
0688031595,
078624268X,
0517308207,
0764550373,
1563831201,4.0
0394728564,
0451407601,
1582431183,
0345279751,
8492000813,
0451128842,
1570716153,
0879239077,
0395425034,
0844239046,
0152996664,
1564021971,
080651308X,
1566250242,
0739422812,
0394716795,
0385296649,
0935312722,
0027756610,
0698112210,
0140186867,
055356725X,
0816762805,
0671002945,2.5
0064408736,2.5
0140323082,
0876055951,
0590486497,
0451523946,4.0
0684827115,
0314024794,
1558747842,2.5
013365768X,
0380017539,
0023888873,
0030102006,3.0
0940450208,
0762701463,
0256138257,
0807083496,3.5
1557730539,2.5
0030981913,
0770110169,2.5
1558001034,
0671500554,
025617718X,
3499175347,4.0
0963392131,
0373086911,
1582431345,4.5
0687431808,
031214136X,
0687089921,
0373190573,
0931993059,
0451152867,
0345282809,4.0
0931993989,
0306809877,
0931993997,
0786005343,
0373112270,
0553342444,
0590434624,
086091500X,
1563680432,
0395665655,
0307001091,
0761532633,
0030214416,
0030070066,
0704341883,2.5
051755187X,4.0
0930323491,
0590939408,
0448418827,
0425064735,
0062740105,4.65
1561441635,
0385313659,
0373709412,3.5
0963401602,
0030004381,
8439719809,
0373087659,
8489163413,
3596159806,
0373705298,
0373255152,
0394908384,
0373191235,
3453162773,
091358083X,
0801873363,5.0
0380773260,
0425051870,
3257019491,
1561387150,
3257060173,3.5
082175646X,
3257061773,4.0
0821747622,
0792234154,
3630867944,3.5
0553344439,
0823009882,
1568651198,
3499139847,4.0
0060934638,
0440414334,3.5
059041092X,
1883642523,
080755376X,
3522714504,2.5
0747535043,
0393317854,
0425073122,4.5
0807027650,
0285636480,
0155188658,
1850152683,2.5
3499231042,
0801623480,
0671469827,
0192829688,5.0
155584104X,
0451169484,
0517702568,2.5
0060190337,
0517702584,2.5
039555134X,
089066045X,
0375501142,2.5
0027109917,2.5
0151874271,
0395461081,
0312069944,
8481301345,3.5
192913214X,
0070062188,
0671707140,3.5
1931082081,
0312078102,5.0
1558537724,
0140263098,
0738701300,5.0
1555423655,
0931515009,
1567187218,3.0
0060694327,3.5
0669329738,
0806962585,2.5
0399135049,
3746619424,2.5
0133030091,
1586605526,
0534304761,
1577488113,3.5
0534304796,
157856395X,
0471002496,
0688164560,
3442163641,
0140298568,
3492236189,
349917751X,
0673521117,
3423361573,
0886772729,4.0
0451185439,4.15
0440471486,
0671628518,2.5
0789303566,4.0
3423365250,4.0
0316116262,
076534775X,4.15
3821824980,
0394929292,
0896360393,
0393957403,
0698117883,2.5
0486407888,3.5
0822212382,
0140375880,2.5
999740923X,3.5
0373032927,2.5
0140383352,2.5
0449200663,
0821758144,
0373112246,
0887306225,
0449227707,2.5
0671547607,
0451191447,
0064472639,3.5
0312866100,
0806910003,
0373033907,
0373089783,
0910129851,
1588370054,3.25
0425046451,4.0
0373833407,
0553119311,
0425131300,
3499614707,2.5
0805000348,
0373832559,2.5
0961226072,
3880221782,
0373119259,
0736902813,
0373312121,
0816152187,
0812510291,
0440216729,
0449700305,
0131096524,
0397473575,
3803111889,
0440202310,
0768430054,
0786002107,
0231084250,
037316419X,4.5
0684863200,5.0
0373099355,
042506817X,
1931082103,
0373312113,
0843933461,2.5
0940450828,4.5
0849909724,
0940450364,
0439284864,2.5
0439284856,2.5
0517015447,
0679601597,5.0
0439318491,2.5
039395434X,
043920495X,3.0
0849937582,
0590509624,3.15
0060185406,3.75
1563056283,
059047801X,
0684804042,
1569750254,3.5
1565071395,
0886873614,
0373033486,4.0
0965839214,
0898156300,
0380524805,
0806511583,
1557042098,
0595000460,3.0
1583220674,4.0
0312954069,
0684146983,
0874830834,
0138758727,1.0
0895776286,3.5
0446314617,
0142004545,
0671643193,
0671489429,
034025601X,
0553259008,
0534161707,
0697157954,
1578660750,3.5
0679640371,
1566191416,5.0
0316778494,
1557251274,
0142004170,
0385247060,
0844239135,
0821746790,
006019264X,
0880886811,2.5
0762413271,
0140175369,
1859981666,2.0
0312063059,
1555034039,
0440159083,
0451191838,
0380784424,
0553232282,
055326110X,
0395459931,
0517246783,
0671664832,
0671758713,3.75
0028631412,5.0
0316101737,
0553271490,
0864427239,3.25
0373073135,4.5
0375401563,
0882664972,3.0
0812917030,
0785793046,
0441949789,
0553270508,
0760702357,4.5
0449211606,
0821747886,
0312192614,2.5
0808516981,
0451165926,
0553287958,
0072222506,
1559274581,3.5
0312925727,
060960807X,3.0
0451523393,
0821741519,
1565115104,4.0
0060803967,
0312874596,
159179031X,
0940450097,
0446676950,4.0
0590552791,3.5
0449243664,3.0
1576737772,
158621490X,
0805050248,3.0
0788769049,3.0
1573459240,
3257219164,3.5
0451133056,
0553281380,
055371354X,3.0
0586061657,2.5
0385478682,
3518373005,
074352005X,4.0
0030803012,2.5
1590860349,4.0
1885562276,
0679441778,
968380005X,
0881623113,
1593553927,4.0
0875798349,
0399124756,
0669212229,
0020413904,3.0
0517059487,3.5
0060175508,
0898792150,
0820313521,
0618404414,2.5
1402536038,
0060229713,3.5
0873585135,3.5
0373028911,
0439179297,3.5
0373058993,
0688104975,
0553096605,4.5
0156027828,
0895949113,4.0
037327078X,
0440412617,
0743204727,3.5
1851681043,4.0
0821728636,
0764552449,3.5
0836980468,2.5
0061057967,
0505523221,
0679437770,
0373059043,
1558178929,
0373076096,
0915943042,
0373058942,
0590383647,
0373760663,
0142500615,
0749915838,
0881032492,
0373079427,
0373258569,3.0
0964948605,3.5
044678639X,
0451209915,
0393968227,5.0
0176030980,
0929480317,4.25
0394852338,
0505523124,4.0
1566392144,
0380768216,3.0
0673520250,
0890879958,4.0
0670877751,
0385263325,3.5
0253359406,
0553265512,5.0
0689823177,4.5
0940262193,
0811201902,4.0
0788795007,
0812538919,
0801083141,
0345253892,3.5
051503181X,
1555035825,
1577343395,
0441049095,3.5
0441049125,4.0
1555038891,
0380762900,3.5
0380762919,3.5
1573452602,
0758206461,
1573452033,
0380762897,3.5
0875798705,
0553231316,
0151813930,
0451406575,
087579548X,
0875796702,
0671559699,4.0
1570082588,
0807217913,3.5
0961320710,
003057627X,
0971754063,
0875795951,
067187778X,4.75
1573452041,
0130189758,4.0
0441008135,4.5
0941214079,
0688043216,
0395312612,3.5
1555035310,4.5
0875792073,
0373241909,4.5
0877476144,
1573459178,
0679408215,
0060156333,
0664257437,
0226323986,3.5
0449237826,4.0
0830723331,
0821764489,
1569551553,
0860919935,4.5
0875799175,
081352492X,4.0
2070404056,5.0
0345336550,
0517548291,4.0
0064473007,
0875798330,
0788706861,
2020114267,
0345350510,
2845920962,
1570084386,
0553479342,3.0
0345334698,3.5
087579968X,
2226059644,
1561007382,
0590485334,3.5
0875799116,
1931081808,
2724207599,
0515081507,
0812695453,3.75
1573450901,
157345544X,
1575211564,
2226086943,
0312925115,
1555039235,
0201576538,
1573453595,
2877305759,
030702377X,4.0
0875799388,
3895086878,
1570082278,
0843931620,
0345302583,
1570082871,
0312483716,
0441000703,
0380614162,4.0
0875795560,
2070365441,4.5
0830640355,2.0
1573451924,
0345298683,
2253154814,4.0
0515092126,
1570082367,
1573450200,
0821746499,
2842612892,4.0
0664252451,
0842347089,
2742738207,3.0
0449136019,
0882073036,
0694517623,
0812513487,3.0
2080703005,3.5
0061001791,
0882701649,
2010172159,3.75
0671814451,4.5
0028637046,
8475778046,5.0
2080710648,
1570087679,5.0
2070366863,
1890558575,
0445209046,
1562362143,
2266072870,
1573450456,
0812554604,
2266090216,
1573452718,
0375503900,
2070413837,4.5
089845865X,4.0
2266082752,4.5
0936839651,
0875799051,3.5
1555038530,
0452010896,4.0
1403365296,4.5
0879830492,
2266082604,
0684853973,5.0
2266082701,3.5
0345363566,5.0
2253151734,3.0
2234054303,2.5
0831742054,
0373261624,
0931948851,
0671220403,2.5
0131572075,2.0
0743527054,
2070424561,4.0
0446969516,3.5
0449000435,
0060110740,5.0
0394891260,
0553052276,
0785266968,
0813024439,3.5
0936197390,5.0
0060535504,
0736421289,3.5
0843947527,
0441002730,
044122363X,
1883562023,
0898752132,
0061083852,
0385333617,
0871136228,
0673520471,
0062735217,
0064402282,
9747551675,3.5
0831761512,
0451404424,
0312181426,2.5
0449217604,
0375406344,3.5
0821748173,
0553564706,
155874830X,
0671039539,
0425190544,3.5
0345426118,3.0
1902880161,
006109241X,
0373151470,
0373258917,
0671604058,
0821753533,
1891480022,
0687271916,
0345342380,4.0
0373120893,
0834116049,
037324293X,
067163867X,3.5
037324259X,
0743200306,
0394731689,3.5
1840022418,4.5
0787945137,3.5
0849902991,
0842314431,
0373242964,3.75
0810460394,
0860251225,
0373242603,3.0
0451129350,
1587880636,3.5
0399148353,
0679003177,
0786706023,
055314846X,
089107421X,
067157874X,
0352337931,
1565122593,
0840795777,
0061051802,
084993477X,
0061094803,
0842302085,
0345289021,
1587213974,
0451147251,
1889893544,
0312283229,5.0
0758202687,
0800750616,
0195042220,
0964894262,
0697125165,
0802423469,
1572231319,4.85
0894802372,
0451401816,4.5
0373271182,
0380769271,
0866051449,
1563240319,
0525671536,5.0
0070150281,
1577349911,4.0
0671578685,
089281067X,
006131045X,
140130043X,
0671460234,
0696210975,
0590317849,
0425045498,
0373073690,
1930235143,
0373077548,
0373075871,
0312957599,
082175064X,
0352334312,
0843942223,
0385267584,
0809124416,3.0
0821740563,
3379200255,2.0
0553564722,
0394489462,
0373258739,
079382110X,
0821747118,
8440685548,
0696016052,
0425063925,
0380809095,
0553290339,
1551103753,
082172035X,
0553298070,
089134361X,
0373037325,
0553290150,
189206538X,
0380722038,
038072202X,3.5
0440189993,4.0
0440180783,4.0
039590353X,
0844241393,
0312065558,
0373120397,
0345253159,4.5
0816160007,4.0
0044457820,
0373120532,
0373242476,
0135971209,
0792700325,
0226041271,4.0
0673520315,
0755109597,5.0
0023340118,
051703705X,
0451132483,
038062737X,
0375824995,5.0
0061001775,
0140285520,
0761317279,4.0
0155713930,
0689858000,3.75
0451131975,
0871875616,
1880032473,
067976805X,
0316114391,1.0
0061002429,
1878379089,
0020967705,
0061001783,3.5
0393005399,
0380899515,5.0
1563702908,
0449452530,
2070763544,
0452010942,
2070371077,
0708982492,
0345470389,
0929923073,
044945102X,5.0
5550205599,5.0
039565744X,
0241890454,5.0
0843119071,
0609001302,5.0
0151001804,4.5
0399122699,5.0
0684801175,5.0
0385495226,4.5
0393962881,1.75
039396289X,
1404304606,5.0
1892389029,4.0
1568650507,5.0
0517168758,
155670092X,4.5
0803786824,
0671605984,5.0
0517132974,
0771066228,
0842320121,
0849943361,
0517427427,5.0
1577487346,
0399119469,5.0
0800792475,4.75
0942391632,5.0
0399114777,5.0
0806513284,4.5
0689804121,
0312874030,
1558006141,
0590427091,
0312873964,
0606191267,5.0
0380806142,
0060164646,
0312110774,
0471155896,2.5
0385323530,4.5
0688110878,3.5
0590424017,4.0
1568653239,4.5
0688120490,3.5
0385299265,5.0
1556615485,
1568655738,5.0
0897932838,4.0
0395066514,
0786012781,
0939416891,4.0
0452281172,4.0
0671742868,
0062507273,5.0
0836212177,
0671509063,5.0
0704340852,4.5
1568652496,
0156687518,
0312011059,4.0
9501513092,5.0
1564580717,4.5
0879055596,
059047121X,5.0
0671299107,5.0
0897333349,
0471383899,
0449238148,5.0
0441246230,5.0
0385016115,
0805015124,3.75
0754048608,4.5
0471581267,
0517586274,
0737000368,4.0
0671864831,5.0
0030549825,4.0
0446673927,4.0
9996175634,
0876637934,2.5
0553342258,4.0
0765340372,
0441628605,4.0
5553859271,
0590034286,3.75
0517166011,
0916397254,2.0
0192800329,4.5
0453003826,5.0
0452274540,
0192800337,4.5
0884111717,
0816728771,
0743212843,
0816728755,4.0
0743464656,4.0
156173408X,
0876056931,3.0
0440366313,
0681565918,
1586604104,3.5
0764227130,5.0
0449146677,4.0
0931411092,
0385158866,2.5
0866227709,3.0
1576730891,
0582418178,3.5
0373114788,
1853405809,3.0
0553051830,5.0
0006751350,
037581471X,5.0
0314200622,4.5
0340786035,5.0
8439712405,3.5
0345326237,3.5
0877282072,
0449241440,
0671433164,
0394710185,2.5
0525933794,4.0
0684832402,5.0
1557042101,3.0
0380699737,
8420744794,
0727855956,
1882977009,2.5
0440371155,
055325314X,
0671821849,
0340746475,
0345295439,
155166108X,
0590433199,5.0
0394756258,
0312859996,5.0
0449245209,
0816513864,5.0
0060152362,
0297607391,3.25
0312282036,4.0
0671525344,
0815968396,3.0
0523420064,
1858286816,4.5
3442164044,
8401370809,5.0
0842346570,
2268044394,3.5
002860041X,
0913592781,
0821776711,5.0
1578490367,
0440961114,
0441586139,
0595095356,
0671020447,5.0
0440213983,2.5
0571144128,
1885478968,2.5
0425192652,4.25
0671000284,3.5
1565073622,
0821738194,
080506897X,
1578590671,3.5
0727890212,
0758200080,4.5
0833567306,
0890810214,
0446341096,
0787968331,5.0
0849955106,4.0
0684857529,5.0
1582701024,4.0
0787952206,
0689849931,3.0
0718123409,
0425196747,
0658004530,
0553382926,
0373871139,
0520216571,
1592120148,
0140177981,
0226424219,
2207303772,3.5
1582430675,3.0
0312044127,
0446527254,3.5
0881910015,4.5
0590411519,
068980279X,
074341733X,4.0
1564580709,4.0
0831743840,4.5
088207735X,
0140803459,
0312951310,
0399120637,
0812966864,5.0
0613215109,4.5
0606192921,4.5
156316308X,
0451099400,
0316078360,
0753159538,4.5
0440146607,
0894804316,3.5
1573248541,
0312252692,4.0
0842319271,
0879519614,0.5
0449903486,2.5
0671417851,3.5
0671817078,
3518396137,
0060392541,
0671023977,
0671786415,
0385325959,
1560234083,4.5
0440216168,5.0
1551660938,3.5
0688174566,4.0
0876055161,1.5
0517037556,3.0
0446882445,
0385491220,
0671554646,3.5
0794500242,
0380585529,5.0
0531003809,0.5
0715313371,5.0
0553121510,2.0
014015065X,2.5
0803723881,
0753151200,3.5
1555037070,
1567180639,
0811821846,5.0
0671420860,
0679100792,5.0
1586605844,
0060392738,5.0
0842319573,2.0
0449126609,4.0
1558174494,4.5
0373288107,2.0
0345417607,5.0
0312955324,
0373255675,4.0
006050742X,
1410746488,
0310228980,2.85
1892281198,
0140079424,
0671649108,
0849931606,4.0
0446325112,
0312920253,
0395393760,
0394490576,
1555602983,3.5
0590689800,
0688034381,
1555601804,4.0
0498067645,
031285174X,4.0
1555601561,4.0
0963801937,3.0
1580621376,3.5
1555601901,4.0
1555602711,4.0
0451524969,3.5
1850651558,3.0
0505519208,
0451138805,
039450920X,
0439343860,
0671877224,4.5
1559273062,
0201616467,4.0
0451524462,2.75
0201707209,4.5
0395655641,3.5
0136042244,
0684809664,4.0
0316571172,3.0
1550377760,
0684814110,4.0
0684838648,3.0
1414041403,4.5
0061040355,
3407784570,5.0
0453005748,
0874778417,4.0
0374524246,
1862042659,
0452281873,2.5
1570670021,2.5
0689121695,2.5
0735500371,4.5
068486813X,2.5
1576852768,
0446602043,4.0
0136318053,3.5
0070522626,5.0
0385720238,3.75
0810956721,
0441631215,
0747263094,4.0
0373037198,2.0
1567183638,
051503553X,4.0
0140018964,4.5
0840734018,2.0
0840733984,2.25
0449900819,
0679448373,2.5
060603112X,3.5
0451168321,4.5
0373482388,
0704341956,5.0
0517667738,3.25
0892966661,4.0
0865713421,3.0
0812001354,
1574090550,5.0
1574090100,3.5
0812029224,4.0
0812028031,
0060131942,
031295963X,
0553351923,4.25
0971885109,
0312194706,4.0
1899171681,1.0
1586632108,
0735202850,4.5
0878309837,5.0
096382810X,
0396088708,4.5
0028617290,
055327001X,3.5
0396091628,3.5
0708924417,3.5
0843943505,
0520071549,
158287171X,3.5
0714528137,4.5
0451179250,
0821738070,4.0
0670845655,3.0
006017661X,1.0
1582431337,4.0
0312924259,
0525933832,3.5
0813318807,
0802730205,
0399136347,
0374520658,3.5
1591299829,5.0
0590437267,2.5
0394740602,
0553480065,
1577484509,
0374444587,2.5
0449229408,
1562760548,2.5
0060248416,2.5
1565294394,4.5
0201419750,3.5
068815901X,1.5
020168814X,4.0
0449232638,
0439141001,
0867212217,
0201432889,3.5
0764500449,2.5
0881843229,
1566047501,4.0
0140381686,2.5
0140065296,
0486288218,
0373510306,4.0
0553210572,
1869581598,3.5
1853261696,4.0
0525452141,3.75
1895636299,
0743417828,3.0
0671866923,4.25
0394872894,
0201688573,4.5
072323485x,
0373871287,
092105498X,3.5
0931580412,
0373217137,3.25
1566891108,3.5
037309583X,
1565927052,4.0
0373096259,4.0
086241900X,4.0
0671047310,
1410722449,5.0
0460873393,3.0
1410722457,5.0
0590424173,3.0
0140381929,
0061099651,
0137456212,
006092909x,4.0
8440694687,
0671737929,5.0
0812918894,
0931188806,5.0
0688088422,
0848718003,
0786915641,
1853041254,
0060953233,2.5
0425094375,
0595129803,4.0
0948456655,
0446346446,
8440620039,2.5
8432230499,
8440682786,
1590590082,3.5
8440682778,
8408021508,
0553493205,3.0
8440682808,
0802135803,4.0
080213212X,3.5
0375802959,3.0
0836218078,3.75
0345367154,4.0
1567184308,3.0
037370691X,
1401054668,5.0
0812517628,
0684855518,4.0
0425152022,2.5
0743428005,4.5
155013132X,
038501631X,
0380763745,2.5
039309149X,5.0
0824930797,2.5
0140081798,
0866539433,3.5
0933095007,2.5
1854711601,
0879800798,
3426609738,3.5
0425124916,
0936758341,
0786000376,
0814604080,5.0
3423123532,4.0
0553243063,3.0
0440197120,
0806948965,
0445043202,
0316542393,4.0
1887472134,
3458339922,2.5
0446314463,5.0
0425176347,
3442216044,
0451164695,2.5
0307248003,
0449239233,4.0
0823022382,2.5
0843924136,0.5
0965698998,
3426617854,
0307248011,
0060976233,
0449234479,4.0
0671039490,3.5
0027002101,
0373026714,
042504663x,
1570643369,
0609801457,3.5
0786704187,
3426701499,2.5
0880012838,
0671428314,
0380753278,
0373707045,
1572232684,3.75
0590519344,
0811829464,
0882860437,
0531044769,
0451181875,
0373030479,1.5
3404162439,
0865052867,
0449234460,
3596147743,1.0
0131404113,
0821732358,2.5
0786000015,
3379200247,2.5
0312308914,
037305808X,0.5
1859744362,4.0
0060727667,
078573144X,
034546639X,
3423125756,5.0
1563632519,5.0
0312290322,
0374289514,
0451524020,5.0
0312916477,
0553294016,
0897891260,
1856979202,
0843926961,
0822956608,4.5
0486253244,
0394507606,5.0
0440189853,
0965046982,
0671780360,
0064401340,
0821724193,
0061064998,
0553103024,4.0
0373287968,1.0
0671014870,
1883318254,3.0
0553293583,
1591162300,4.5
1572240792,4.0
068983862X,2.5
0802487971,
0785108017,2.75
0816719284,2.5
0773761071,
091516650X,3.5
0064433080,
0060615028,
0671454773,
0671042823,
0816744513,
0785108335,4.25
081674923X,
0345314263,
093022289X,
0395083931,
0517162717,4.0
1565652762,
1591162297,5.0
1556757441,4.0
0060179570,
0898862787,
0759542422,
0785338985,
0440933943,5.0
0743475380,3.5
076073979X,4.0
0373224451,
0373224524,
0373223757,
0679758828,4.0
0373223099,
0786217235,
0312854072,
0679424261,
0449150275,
037322401X,
0061084670,
0373222572,3.5
0505524082,
0061083593,
0373223781,
0312003129,
0373165242,
0936602384,
0689710836,
037316551X,
0061082252,3.25
0385413858,
0373166966,
0534133142,
0345275616,2.5
037316629X,
0877959420,
0966877454,4.5
0312975872,
0373164149,
0373166214,
0553247565,
0373242522,
0373631200,
0821756605,
0373631189,
1558021000,4.0
1551661470,4.5
044013675X,4.0
0373036183,
0373036108,
0440226422,
0785109617,3.75
0373245971,3.5
0525935150,
0425050513,3.5
0671563289,3.5
0373121156,
096248086X,
037312113X,
0671740571,1.5
0373121288,
0373121091,
8188157074,
0373114974,
0739437089,
0373121431,2.5
0373118619,
0670880434,4.5
840147812X,2.5
037303296X,
0373034032,
0373033958,
0714507342,5.0
0373631014,
0373121946,
0373121334,2.5
0872862852,4.5
0373256574,
0345384768,4.25
0373032919,2.5
034538847X,
0831739231,
0373033060,3.5
1571743847,
0620247827,4.0
0451119940,2.0
0671653938,
0373035292,
1559277726,4.5
0864425414,
0373036132,4.5
0373036140,
0373036248,
0373032757,
0761121382,
0373033761,
1591098513,3.5
0974444510,5.0
0373036159,2.75
0373440324,
1572314257,
0373440375,
0866225625,5.0
1572313730,3.0
0373440111,
0373440405,4.0
1556159315,3.0
1580625568,
037370349X,
0789481472,5.0
0373703007,
0373703694,
0848716868,4.0
0373704267,
0373704127,
0345452585,3.5
0373704186,
0395455367,5.0
B00005V7MF,
0747276617,
0373708858,
0929551249,
0006482678,
0373703945,
0373703937,
0952463806,
0373704690,
039457835X,3.0
3257208227,1.5
0373704364,
0517506106,4.0
0373702744,
0062702270,3.5
0373706561,1.5
0747273847,2.0
1561384275,5.0
0373703775,
0330481320,4.0
0399215409,5.0
0373703147,
0517084880,4.0
0312117000,5.0
0060199539,5.0
0552146455,3.5
0891347135,5.0
0449000419,3.0
0963075608,4.0
0451160509,
0330489313,2.5
0884210529,2.5
0060911603,3.5
0312219598,
0440550688,
0436206145,3.5
038078176X,
1561735256,3.5
030709930X,5.0
9754945144,
0316513881,4.0
0380807459,4.5
0848710320,4.0
0070610495,4.5
0819511323,5.0
0848707338,4.0
084871072X,4.0
0394502000,3.0
0553486659,
0471642819,
0805028897,
0949206571,
0684856964,5.0
0590960016,4.0
091498442X,5.0
0812054547,3.5
038080252X,
0731803485,4.0
000217104X,
0064632091,
0960749012,
0914894021,
0821710729,
0696010658,
0848707966,3.5
0932944248,
0380769646,4.5
0895860260,
0312962363,
0590475347,3.5
0345251377,
048640708X,
0373243200,
0316142646,
0061011169,
0449215075,2.0
0552147176,4.0
0345314352,
1863682449,4.0
0747270406,3.0
0446607584,
0486209970,
0590065882,
0747508720,
0460874659,
0590500627,
0590486888,3.5
1580050123,
096904254X,
0969042523,
0465026206,2.0
1569247854,
0760723303,2.5
0969042515,
0395668417,5.0
0969042558,
1565076788,
089886397X,
0969042507,
0486235939,4.0
0679779981,5.0
039453221X,5.0
0932212980,
0932212921,
0864175604,5.0
080505071X,
0435120050,
1560100850,5.0
0140385800,
0446515531,2.75
0963153226,4.5
0394484665,3.5
1861552688,
0140547452,5.0
1561730726,4.0
1564966372,
0316109584,
0440586585,5.0
0913327239,
0590767429,
0934252807,4.0
0913327255,
0913589810,3.5
0913327247,
0913327220,
1885593139,4.0
0060197250,3.35
0806957247,3.5
1893554260,4.5
0929589017,4.0
1893554120,
0590500538,
0823083241,
0590523562,3.5
1880461250,4.5
0590065920,
0310388414,
0688093582,5.0
059049760X,
1591450152,4.25
0590060015,4.0
0800759435,
0671035916,
0789300001,5.0
0385472854,
0671025597,4.75
0312263872,
0835607119,4.5
0060953462,4.0
096563390X,
067980370X,
1893163008,
0688004490,4.0
0316112917,
0763606855,3.5
1853719501,4.0
007137230X,3.5
0948353996,
088899348X,5.0
0915793792,5.0
039951323X,
0451124308,3.5
0806999764,5.0
1564580644,5.0
0062750135,5.0
0962734152,
0399132074,4.0
0310243157,5.0
0374175268,4.5
1903047013,
0393058581,4.5
096690480X,5.0
1559705728,4.5
0060929502,5.0
0895778394,5.0
1852605898,4.0
0766800598,5.0
3423242663,
0937165093,
1403364508,4.5
0824602773,5.0
0606191283,
0848715098,5.0
067973371X,
1860643752,4.0
0671529072,
0895776235,2.5
0071350209,3.5
0972518401,5.0
0345314271,4.0
0062737384,
0675208033,
1570083533,
0553053213,
0875793908,
0307155072,3.25
1556520735,
0399140506,4.15
0884945995,4.75
1886947597,3.0
0761512411,
055335454X,5.0
0913420808,4.0
0882664239,3.0
0884944379,
0140129928,3.75
0875797059,
1562920332,3.85
0807609501,3.5
0595233635,
0552141690,4.0
0805053263,4.0
0929661117,
0805047018,4.5
093347816X,
0446604968,
0273645099,4.5
1562760947,3.5
0440508703,
0380974185,
0553342819,5.0
0345248260,
037570602X,
0671698052,2.5
1567998453,4.0
0876145306,4.0
0805051511,
0141002212,
1840672447,4.25
0789202751,3.5
0907785743,
0907785719,
0907785727,
0895861925,
0376025220,
8423920038,
0895861399,
0201696401,3.0
0764552384,3.5
0894803417,4.5
0898151783,4.5
0879059222,5.0
0968657400,1.5
0399513884,4.0
0373251637,
0553225286,4.0
0451409124,2.0
0453010202,4.0
0451408853,
2921171341,
0933478178,4.0
0708963366,
087857719X,4.0
0708966861,
8483102153,4.0
0812912241,
0792717902,
079357336X,5.0
0890875030,5.0
0708968139,
0066213711,
0890872724,4.0
0397010230,5.0
0805420444,3.5
0881623547,2.0
0805420479,
0750921684,3.5
0452257174,3.5
080542041X,
0708910505,
0140450211,4.0
1885305249,
1551991004,
0786890088,4.15
070892722X,
0802425658,
0929141954,
079270942X,
0130844659,2.0
028105245X,
0708961177,
156414075X,
0205353118,
0708977421,
1862072698,
1564140806,
0441354351,
0415228832,
0452283639,
0830723404,
0708913709,
0198782632,
1569553718,5.0
1551924080,
0821738364,
0940322943,
0310755301,
0451182014,1.5
0586027769,
1862074402,
0708928374,
0156005441,
1563097184,
0156006480,
0736903828,
0736908234,
0312045824,4.0
1891946021,
1551924129,
0156011905,
1577484894,
0373870434,
1892065533,3.5
0062511734,
0913367222,
0333901061,
0809136104,
0749746017,
0674550900,
0771595492,
0374524858,
0673079678,3.5
0708843794,
1577487397,
0888995520,
0743456955,4.5
0440213584,
015600495X,4.5
0889952396,5.0
0849937612,
0373224621,3.0
1862073716,
0800792238,
0811805557,4.5
0312186940,
0938458108,
1864501391,
1556618190,
0825615135,
0889952175,
1840184671,3.5
0889951411,
0824940350,
2290032964,4.0
1857028473,4.5
0884196852,1.0
0151005885,
0671802712,2.5
0743476247,5.0
0842334998,
0345257510,3.5
0811822761,4.0
0310238447,5.0
0385235690,
0671625543,
0824941268,5.0
0517563142,
0824940415,5.0
0449142205,4.5
0824941799,5.0
038075794X,4.0
0943233577,1.5
0806902965,5.0
080697222X,5.0
051512558x,3.0
0312549164,
0806947705,5.0
0764300369,5.0
0806972203,5.0
0806908548,5.0
006100684x,4.5
0140463798,
0963117300,5.0
0917102959,4.0
0446977551,4.5
0824911717,5.0
156884090X,
157243435X,5.0
0965046907,4.0
1561581739,5.0
0060996382,
1878058762,
1558685014,3.5
1557487278,5.0
051757151X,
1860340008,3.5
0911954767,
8408038702,3.5
0552996645,3.5
1564410161,5.0
0911954341,4.0
0140390642,5.0
8474550041,4.5
0883687720,
8492092114,4.5
0771599277,
1577484924,5.0
059046017X,5.0
0452280710,4.0
0671880179,2.5
8440627157,4.5
0201704528,3.5
083785072X,
0396073964,
0679740066,3.5
093460147X,
0590757601,
0471557218,3.0
0316561479,3.5
0771016859,
0785812539,
0786707763,3.5
0375403663,
0875652034,3.5
1560984465,4.0
189407808X,
0140088806,
3785527454,3.0
042514433X,
0064470822,4.5
0373614853,
044653143X,4.75
0879101970,
0452284996,3.5
067089155X,4.0
0385157045,
0471043281,
0553272845,
0722157630,
0201019957,
0553208306,
0471576298,
0574186204,
0446520330,
0135842271,
0471217689,
0471262544,
0822507374,
0135839149,
044023512x,3.0
0792451945,
0917072170,
079245197X,
0679732357,
0471321001,
088974064X,4.5
0831778857,
047132776X,
0671752448,
0201075768,
156987204X,
0442247389,
0070464553,
0670035696,
0078815002,
1570640165,
0070562210,4.5
3453215273,3.0
0689716176,
007881524X,
083069384X,
0689716028,
0394351371,4.5
0131392476,
0156856360,5.0
0380810255,5.0
069708180X,4.5
0671451065,5.0
0697009912,
0312266545,
0879010258,
0895883023,
0385476787,
1890627046,2.5
0679734643,
002605700X,
0812590066,
0394512529,
1555237118,
1880184109,4.0
0684844699,
0374189595,
0553101358,4.25
0679732349,
0374189501,
0770421210,
0525945067,
0688135625,
067973192X,
0679751092,
068817695X,3.5
